ID_REF	IDENTIFIER	GSM88918	GSM88914	GSM88919	GSM88915	GSM88917	GSM88913	GSM88916	GSM88912
hyaF_b0977_at	hyaF	nan	nan	nan	nan	1614	1766.1	338.7	756.7
yicM_b3662_at	nepI	nan	nan	nan	187.6	nan	218.6	nan	nan
hslV_b3932_at	hslV	5184.1	4239.6	2633.8	2428.7	4370.9	3631.9	1502.2	2362.6
glpB_b2242_at	glpB	nan	595.4	nan	539	nan	577.1	370.7	444.8
IG_1253_1956985_1957303_rev_at	cutC	nan	nan	nan	296.2	340.5	329.1	200.5	238.4
AFFX-PheX-5_at	--Control	22830.4	15227.4	4563.2	3643	20704.5	15002	1738.4	2531.7
AFFX-PheX-M_at	--Control	18015.4	11096.2	3181.9	2525.6	14945.1	11307.4	1347.5	1833.1
AFFX-LysX-M_at	--Control	8114.7	4869.2	1389.2	839.5	7471.7	5876.8	532.3	760.5
AFFX-PheX-3_at	--Control	11737.1	6773	1456.9	1254.9	9405.4	7142.2	533	1042.1
AFFX-ThrX-3_at	--Control	29446.5	22967.7	5803.5	4019.3	23884.3	22407	2433.7	3337.6
AFFX-LysX-3_at	--Control	8106.6	4776.3	1559.3	1001.1	6788.2	4719.1	528.7	600.2
AFFX-LysX-5_at	--Control	9385.7	5396.6	1968	1269	9171.4	5796.2	510	820.6
AFFX-DapX-5_at	--Control	61232.3	61725.8	22598.2	17467.6	51068.9	55623.9	6366	10879.5
AFFX-DapX-M_at	--Control	65886.4	60309.3	18709.9	14054.9	52740.3	53877.4	4653.4	8505
AFFX-DapX-3_at	--Control	48439.1	43446.6	12530.3	9073.7	38970.7	43480.9	4099.4	6393.4
AFFX-ThrX-5_at	--Control	41497.6	32438.1	10288.4	7587.9	37174.7	29044	2455.6	5259.3
AFFX-ThrX-M_at	--Control	37488.7	25306.3	6863.9	4990.3	29098.7	25573.4	1645.3	3635.4
pbpC_b2519_at	pbpC	544.6	nan	nan	373	367.9	416.8	232.9	247.5
talA_b2464_at	talA	22916	23857	9459.1	7757.1	11886.3	11694.8	5401	5566.9
IG_1418_2246553_2246756_rev_at	/start=2246553 /end=2246756 /direction=+ /description=intergenic region	882.4	724.8	567.4	450.3	529.2	523.2	337.5	387.7
b1836_at	yebV	12185.2	11521	6076.8	3756.2	8303.7	6690.6	2224.1	3551.5
yciO_b1267_at	yciO	1458.9	1468	1293.8	1097.6	1185.4	1192.7	782.6	923.2
IG_2477_4014780_4014919_fwd_at	/start=4014780 /end=4014919 /direction=+ /description=intergenic region	277.2	300.6	178	126.4	184.3	203.1	93.1	120.4
IG_18_18656_18714_fwd_at	/start=18656 /end=18714 /direction=+ /description=intergenic region	765.3	600.2	350.3	255.4	476	426.1	137.2	273.3
IG_2871_4618396_4618451_fwd_at	/start=4618396 /end=4618451 /direction=+ /description=intergenic region	5943.7	7020.7	3431.6	1892.5	5133.1	3909.9	1928.9	2336.3
speB_b2937_at	speB	2235.1	1894.4	1306.1	1288.6	1620.8	1490.6	948.1	1126.3
tktB_b2465_at	tktB	7872	6268.3	1796.7	2016.3	4241.1	4000.9	1572.2	2244.2
IG_2543_4119868_4119959_rev_at	/start=4119868 /end=4119959 /direction=+ /description=intergenic region	1484.7	1450.5	464.9	434.5	1063.3	767	278.2	618.2
dnaJ_b0015_at	dnaJ	4086.6	4274.8	1780.5	1774	3879.8	3863.6	1593.4	1660.3
dnaK_b0014_at	dnaK	11935.1	11920.5	2993.7	3215.4	11173.1	9560.2	2795	3281.5
IG_13_14080_14167_fwd_at	/start=14080 /end=14167 /direction=+ /description=intergenic region	3895.5	4623	1599.3	1300.9	2913.9	4051.7	1119	1593
yceB_b1063_at	yceB	nan	986.4	683.4	963	784.2	762	482.4	567.5
IG_593_930186_930307_rev_at	/start=930186 /end=930307 /direction=+ /description=intergenic region	100.1	165	84.7	111.2	111.6	96.7	56.2	65
pstA_b3726_at	pstA	560.5	514.2	363.5	501.7	442.2	409.6	284.7	303.9
pstC_b3727_at	pstC	578.6	457.3	335.4	417.5	352.2	403.8	268.5	257.7
nhaR_b0020_at	nhaR	512.9	723.8	340.1	481.7	435.6	458.6	220	356.5
IG_271_421584_421738_fwd_at	/start=421584 /end=421738 /direction=+ /description=intergenic region	286.5	151.6	231.8	177.6	nan	198.5	61.6	nan
purR_b1658_at	purR	nan	nan	nan	305.1	394.7	370.2	nan	309.3
IG_1905_3066829_3066966_rev_at	/start=3066829 /end=3066966 /direction=+ /description=intergenic region	111.8	93.2	53.4	84.9	nan	nan	16.6	89
rtcA_b3420_at	rtcA	nan	nan	nan	286.2	258.8	272.1	nan	nan
IG_2251_3643858_3643928_fwd_at	/start=3643858 /end=3643928 /direction=+ /description=intergenic region	358.9	412.1	369.4	295.9	403.6	342	172	264.6
IG_274_425306_425360_fwd_at	/start=425306 /end=425360 /direction=+ /description=intergenic region	867.1	916.2	754.2	606.1	765.9	851.6	343.7	571.6
ada_b2213_at	ada	658.2	695.4	820.2	663.8	533.9	495.3	305.4	293.1
yhdV_b3267_at	yhdV	461.1	384.1	561.9	410.6	367.3	261.3	112	78.4
yfcF_b2301_at	yfcF	536.3	501.2	523.9	480	405.4	358.2	210.7	209.8
adhP_b1478_at	adhP	6618.7	5210.4	5092.6	3484.7	4666.7	3628.7	1072.5	1333.9
ydiC_b1684_at	sufA	6026.1	6023.1	6880.6	4993.8	5299.4	4589.5	2189.9	2299.6
inaA_b2237_at	inaA	954.5	1090.5	1018.2	1036.4	855	857.4	539.6	479.1
prmA_b3259_at	prmA	414.1	461.5	402.8	461.5	370.8	388.2	244.8	233.7
IG_509_797655_798844_rev_at	/start=797655 /end=798844 /direction=+ /description=intergenic region	400.5	571.8	428.1	406.4	396.7	317.7	157.8	148.7
b1509_at	Z2196	952.5	982.7	943.3	1011.2	934.6	853.5	384	405
IG_1677_2710905_2712458_rev_at	/start=2710905 /end=2712458 /direction=+ /description=intergenic region	nan	nan	82.7	90.2	nan	72.2	44.4	nan
yegO_b2076_at	mdtC	367	368.6	405.3	418.8	362.4	346.7	240.1	230.6
IG_1474_2370581_2370629_fwd_at	ECs5486	nan	141.6	nan	170.7	nan	nan	nan	50
IG_2789_4495509_4495794_fwd_at	/start=4495509 /end=4495794 /direction=+ /description=intergenic region	nan	340.4	506.1	nan	nan	312.2	82.6	nan
cheW_b1887_at	cheW	nan	nan	nan	223.5	nan	211.8	nan	nan
IG_1922_3093145_3096576_rev_at	/start=3093145 /end=3096576 /direction=+ /description=intergenic region	nan	nan	nan	412.2	nan	nan	267.8	nan
lig_b2411_at	ligA	1170.2	1326.6	1485.4	1210.3	915	1100.5	559.5	362.2
thiM_b2104_at	thiM	458.6	441.4	537.4	469.2	368.7	463.2	268.5	219.4
IG_2756_4453184_4454887_rev_at	/start=4453184 /end=4454887 /direction=+ /description=intergenic region	306.3	312.5	337.2	317.4	238	315.1	178.5	180.1
IG_1498_2411153_2416653_rev_at	c2839	569.7	462.8	506.5	477.8	335.4	422.1	283.3	248
IG_2109_3381904_3383491_rev_at	/start=3381904 /end=3383491 /direction=+ /description=intergenic region	344.3	312.2	295.3	280.9	216.8	258.3	151.7	147.5
IG_672_1067372_1073464_fwd_at	/start=1067372 /end=1073464 /direction=+ /description=intergenic region	247.2	193.2	151.6	182.1	106	147	55	53.2
IG_985_1575644_1575680_rev_at	/start=1575644 /end=1575680 /direction=+ /description=intergenic region	nan	525.6	362.6	462.4	nan	330	nan	109.9
IG_229_360371_367834_fwd_at	/start=360371 /end=367834 /direction=+ /description=intergenic region	224.9	254.2	208.4	264.5	141.9	203.8	108.6	73.3
IG_2011_3234105_3234180_fwd_at	/start=3234105 /end=3234180 /direction=+ /description=intergenic region	nan	80.8	85.7	81.9	50.9	64.2	nan	37.8
IG_854_1355693_1355825_rev_at	/start=1355693 /end=1355825 /direction=+ /description=intergenic region	252	216.5	244.1	215	139.5	169.5	57.4	93.8
b2438_at	c2972	601.4	469.7	726.2	543.7	595.8	546.1	288	359.8
fldB_b2895_at	fldB	598.5	600.3	743.5	692.7	643.1	597.8	418.6	456.5
yheA_b3337_at	yheA	1951.2	1663.6	2244.1	1442.2	1969.7	1435.6	127.1	310.6
exbD_b3005_at	exbD	1518.9	949	1175.5	1056.1	1373.7	1450.4	220.1	301.2
brnQ_b0401_at	brnQ	598.6	460.1	624.6	630.5	533.7	464.6	267.6	307.6
IG_2156_3464363_3464433_rev_at	/start=3464363 /end=3464433 /direction=+ /description=intergenic region	183.9	112.8	201.7	175.5	212.5	153.4	45.1	60.4
yajO_b0419_at	yajO	2908.3	2820.3	3426.4	2775.1	2738.8	1699.9	1260.7	1374.1
yheU_b3354_at	yheU	986.8	1073.4	1211.3	1110.6	952.8	789.1	601	611.5
b1491_at	yddW	385.4	328.3	404.1	339.1	314.2	241.3	197.2	178.4
yceG_b1097_at	yceG	393.6	382.2	389.6	356.8	451.5	250.9	165.2	197.7
IG_1443_2287048_2288519_fwd_at	/start=2287048 /end=2288519 /direction=+ /description=intergenic region	nan	118.7	110.5	98.9	nan	70.4	47.3	nan
yihE_b3859_at	yihE	1159.1	1141.3	1121.8	1113.1	948.2	836.5	575.2	794.2
yabO_b0058_at	yabO	855.2	826.3	819	702.6	641.7	502.6	375.5	390.9
mrdA_b0635_at	mrdA	378.3	465.7	412.5	373.9	361.2	246.1	192.7	264.8
ycfR_b1112_at	ycfR	1437.7	1424.8	1031.7	1304.3	1167.2	660.5	413.8	642.2
IG_2823_4551931_4552144_fwd_at	/start=4551931 /end=4552144 /direction=+ /description=intergenic region	113.4	99.1	89	103.8	nan	70.5	37.8	53.3
pth_b1204_at	pth	557.5	620	459.7	547.3	520.5	392.4	226.8	388
IG_1512_2428259_2428294_rev_at	/start=2428259 /end=2428294 /direction=+ /description=intergenic region	2522.7	2657.5	1867.5	1951.9	1672	1429.2	699.4	1067.6
yiaG_b3555_at	c4375	10502.3	9872.3	8075.7	6126.2	7266.1	4923.1	1990.2	3700.2
entE_b0594_at	entE	1112.6	878.1	683.4	627.7	745.4	589.3	158.8	nan
yfiH_b2593_at	yfiH	574.9	489.6	445.6	471.1	389.3	364	179.9	352.2
cysH_b2762_at	cysH	1389.8	1133.9	508.7	489.6	nan	405.6	nan	nan
ubiX_b2311_at	ubiX	nan	nan	nan	330.6	nan	nan	nan	206.9
IG_2033_3260060_3260092_rev_at	/start=3260060 /end=3260092 /direction=+ /description=intergenic region	nan	nan	nan	27.1	22.1	nan	12.1	nan
yhfG_b3362_at	yhfG	1771	1495.6	1239.8	1105.6	886	958.7	340.9	413
b1815_at	yoaD	644.3	617.9	478.7	565.3	505.9	432.7	278.4	296.7
fliC_b1923_at	fliC	651.1	497	462.3	508.4	375.1	366.7	234.7	305.7
yjeK_b4146_at	yjeK	691.5	508.6	492.3	593.1	396.9	376.9	282.2	319.2
ydhE_b1663_at	ydhE	784	580.6	619.8	734.5	598.2	613.1	399.6	431.4
ybaR_b0484_at	copA	858.1	573.5	553.2	613.7	782	541.1	246	353.2
yhbE_b3184_at	yhbE	2659.1	1767.2	1604.7	959.9	1126.8	1010	398.5	457.9
IG_2161_3472190_3472314_rev_at	/start=3472190 /end=3472314 /direction=+ /description=intergenic region	6140	4170.1	4025.4	2579.7	3306.3	2315.8	1412	1846.7
IG_727_1156798_1157091_fwd_at	/start=1156798 /end=1157091 /direction=+ /description=intergenic region	1592.8	1176.4	1326.8	1003.8	836.5	800.1	588.3	482.7
phnN_b4094_at	phnN	803	646.1	683	516.5	452.3	518.5	354	312.7
gcd_b0124_at	gcd	781.4	567	nan	566.4	546.5	530	384.8	393.8
yfgB_b2517_at	yfgB	978.2	689.8	717.3	641.4	684.1	638.3	424.7	446.3
def_b3287_at	def	5825.2	3996.1	4905.4	4109.6	3970.5	3456.4	2365.9	2586.1
ybaC_b0476_at	ybaC	nan	269.3	234.7	234.3	184	220.4	174.3	119.1
mtlA_b3599_at	mtlA	1272.9	1122.2	1054.9	898.2	714.3	851.6	663.9	449.3
IG_974_1550785_1550851_rev_at	/start=1550785 /end=1550851 /direction=+ /description=intergenic region	1424	1143.6	854.2	739.8	797.9	945.2	427.4	263.6
ybgR_b0752_at	ybgR	nan	530.3	nan	382	nan	424.5	249.3	151.9
IG_11_11316_12162_fwd_at	/start=11316 /end=12162 /direction=+ /description=intergenic region	915.5	1026.2	877.7	659.5	584.8	629.5	516.7	282.8
leuD_b0071_at	leuD	259.2	334.8	244.9	296.5	257.9	203.8	167.9	210.4
IG_281_436332_440772_fwd_f_at	/start=436332 /end=440772 /direction=+ /description=intergenic region	678	859.3	636.2	582.9	634.9	536	437.5	484.9
IG_544_853989_855185_fwd_at	/start=853989 /end=855185 /direction=+ /description=intergenic region	143.8	169.5	103.8	123.7	87.2	130	67.8	64.7
IG_958_1524889_1524963_fwd_at	/start=1524889 /end=1524963 /direction=+ /description=intergenic region	253.6	308.6	174.5	221.1	165.3	213.8	91.6	101.5
IG_268_417056_417112_fwd_at	/start=417056 /end=417112 /direction=+ /description=intergenic region	551.1	629.1	294.1	372.2	343.2	603.3	62.4	145.7
rmf_b0953_at	rmf	61340.1	87600.4	64780.2	45214.7	54002.5	52964.5	14618.5	19989.5
ssrA_b2621_at	ssrA	93600.2	193616	106320	73695.8	75990.6	101049	23994.2	27735.6
IG_1612_2579660_2583750_fwd_at	c2993	541.9	763.1	639.5	706.3	504	572.7	352.7	366.5
IG_2731_4421965_4422695_fwd_at	/start=4421965 /end=4422695 /direction=+ /description=intergenic region	269.2	432.7	277.1	376	230.1	301.8	128.9	128.1
IG_162_258231_259611_fwd_f_at	/start=258231 /end=259611 /direction=+ /description=intergenic region	532.9	787.3	576.9	576.8	627.1	657.6	270	221.2
IG_2876_4626117_4628274_fwd_at	/start=4626117 /end=4628274 /direction=+ /description=intergenic region	233.6	312.6	259.5	282.4	232.6	299.2	127.5	119.4
IG_1884_3037764_3038435_rev_at	/start=3037764 /end=3038435 /direction=+ /description=intergenic region	352.8	537.2	499.3	395.5	359.4	438.1	284.8	291.9
IG_2707_4383597_4389112_fwd_at	yjeR	103.7	175.3	154.1	96.6	117.7	149.6	71.1	75.4
ysgA_b3830_at	ysgA	473.7	680.1	578.4	492.3	459.3	554.4	362.9	322.8
IG_961_1529357_1529399_fwd_at	/start=1529357 /end=1529399 /direction=+ /description=intergenic region	204.2	452.1	301.9	185.6	283.3	280.9	124	144.5
rrfH_b0205_s_at	rrfH	126221	312183	139570	86709.9	97449.5	151107	36596.8	41150.9
rrsH_b0201_f_at	rrsD	90024.1	220344	97124.1	64250.8	70133.5	106805	25847.1	31948.9
rrfF_b3272_f_at	rrfF	92306.2	224934	111073	67210.1	72707	106248	28374.4	33338.4
rrlD_b3275_f_at	rrlD	63607.7	155700	73422.6	43359.7	50793.7	76566.6	15672.9	21983
rrfB_b3971_s_at	rrfD	91183.1	225496	114789	73268.1	74723.7	108178	30377.2	33467.4
rrfC_b3759_s_at	rrfD	95251.9	236512	119724	78512.4	77367.9	122088	32301.2	34036.5
rrfD_b3274_s_at	rrfC	97313.4	259515	125352	71892.7	75646.1	124599	31788.9	33109.1
rrsA_b3851_s_at	rrsA	94451.6	254575	100052	70134.5	69331.6	132449	30669	36711.3
rrsG_b2591_f_at	rrsG	80017.8	222881	91146.3	58337.9	62299.4	106908	27379.2	31074.8
rrlG_b2589_s_at	rrlG	73096.4	206473	85312.3	50974.7	58967.2	110860	25060.4	29301
rrlE_b4009_s_at	rrlE	92975.4	291533	89315	69367	75597.3	131411	28493.6	34134.6
rrlA_b3854_f_at	rrlA	81241.2	212136	94099.2	61348.9	62838.3	107374	25095	30546.8
rrsC_b3756_f_at	rrsC	85806.3	220412	93667.7	63582.2	63159.6	114369	27656.4	31907.3
rrfE_b4010_s_at	rrfE	105136	256230	117359	82590.3	78006	128858	34976.1	40460.2
rrlC_b3758_f_at	rrlC	83508.7	214502	94050.2	59908.5	65591.3	104873	24266.5	32547.4
rrfG_b2588_s_at	rrfG	100840	252991	119974	83006.6	73622.5	125473	32182.9	41559.7
rrfA_b3855_f_at	rrfA	60544.5	136237	97054.8	51174.2	53980.5	71343	24340.9	26971.5
IG_2164_3475496_3478925_fwd_at	/start=3475496 /end=3478925 /direction=+ /description=intergenic region	152.1	243.2	186.4	180.8	152.8	183.3	113.4	118.1
add_b1623_at	add	1227.6	1599.5	1250.6	1096.8	1017.3	1262.1	821.1	842.8
IG_2651_4289012_4289090_fwd_at	/start=4289012 /end=4289090 /direction=+ /description=intergenic region	182.3	253	173.4	159.1	133.7	188.4	130.2	134.5
IG_1952_3146953_3147676_fwd_at	/start=3146953 /end=3147676 /direction=+ /description=intergenic region	nan	nan	nan	333.1	nan	236.2	165.4	nan
IG_1997_3213115_3213367_rev_at	/start=3213115 /end=3213367 /direction=+ /description=intergenic region	63.5	101.4	44.8	69.4	39.8	49	nan	19.5
codB_b0336_at	codB	nan	243	209.8	269.5	183.8	199.6	153.3	118.5
IG_626_989580_992499_rev_at	/start=989580 /end=992499 /direction=+ /description=intergenic region	nan	135.4	102.3	129.2	76	104.8	76.6	45.6
IG_1622_2597781_2612839_rev_at	/start=2597781 /end=2612839 /direction=+ /description=intergenic region	191	267.5	198.5	283.4	177	188.2	127.8	131.7
ybiX_b0804_at	ybiX	299.2	430.1	242.7	504.9	251.1	280.9	161.8	139.3
htgA_b0012_at	htgA	116.5	410.9	134.4	175	nan	102	48.6	nan
IG_2365_3836799_3841590_fwd_at	yicS	148.2	239.8	145.3	197.8	87.2	149.9	91.4	83
IG_1279_1994856_1995084_rev_at	/start=1994856 /end=1995084 /direction=+ /description=intergenic region	nan	30.2	nan	33.6	nan	34.5	nan	20.3
IG_1859_2989782_2990115_fwd_at	/start=2989782 /end=2990115 /direction=+ /description=intergenic region	nan	nan	34.6	27.5	18.2	nan	15.5	nan
IG_2771_4471966_4472036_fwd_at	bdcR	720.8	nan	1193.8	776.5	569.4	nan	328.3	369.4
IG_541_850189_851893_fwd_at	/start=850189 /end=851893 /direction=+ /description=intergenic region	nan	nan	nan	77.8	nan	112.4	nan	nan
yfhG_b2555_at	yfhG	640	725.8	823.3	774.2	548.9	681.5	531	534.3
IG_1440_2284157_2284230_fwd_at	/start=2284157 /end=2284230 /direction=+ /description=intergenic region	673.2	562.6	1199.3	656.1	690.1	824.4	507.8	482.5
b2792_at	Z4108	486.7	527.2	639.4	485.1	408.2	641.5	388	322.4
IG_1613_2580798_2580922_rev_at	/start=2580798 /end=2580922 /direction=+ /description=intergenic region	nan	nan	nan	240.5	nan	219.2	nan	171.7
LAMCG_T_w_at	c3161	nan	nan	448.9	252.9	275.1	279.4	198.4	nan
ycgC_b1198_at	ycgC	nan	298.3	423.3	346.8	257.2	324.3	338.4	240.1
IG_1107_1741267_1742894_rev_at	/start=1741267 /end=1742894 /direction=+ /description=intergenic region	546	503.6	545.7	443.8	407.3	533.9	388.6	420.4
IG_868_1386286_1386911_fwd_f_at	/start=1386286 /end=1386911 /direction=+ /description=intergenic region	409.7	387.2	387.3	257.4	271.7	468.1	256.3	262.7
IG_2208_3561152_3572703_fwd_at	/start=3561152 /end=3572703 /direction=+ /description=intergenic region	186.5	186.9	204.2	168.4	139.4	237.5	126.6	153.9
IG_2232_3606281_3606847_fwd_at	/start=3606281 /end=3606847 /direction=+ /description=intergenic region	227	258.9	322.1	232.2	219.5	288.9	121	159.1
IG_2565_4156987_4158645_fwd_at	/start=4156987 /end=4158645 /direction=+ /description=intergenic region	199.5	188.4	253.7	150.1	131.6	219.1	71.8	92
IG_2469_4005985_4006775_fwd_at	/start=4005985 /end=4006775 /direction=+ /description=intergenic region	152.9	166.3	196.5	151.7	135.7	195.3	100.2	121.8
IG_2718_4401883_4401963_fwd_at	/start=4401883 /end=4401963 /direction=+ /description=intergenic region	nan	283.4	321	234.3	240.7	371.8	155.5	nan
IG_319_491188_491315_fwd_at	/start=491188 /end=491315 /direction=+ /description=intergenic region	249.3	270.7	306.1	222.9	225.2	308.9	138.6	214.4
csiE_b2535_at	csiE	2909.1	2396.6	3732.2	2663.8	3054.2	3129.9	1958.4	1421.8
IG_235_374106_374637_fwd_f_at	/start=374106 /end=374637 /direction=+ /description=intergenic region	218.8	157.9	276.7	253.5	200	242.7	151	88.5
betA_b0311_at	betA	784.3	606	nan	812.4	719	674	459.4	389.3
yhcJ_b3223_at	yhcJ	1356	1044.4	1514.4	1321.8	1161.2	969.4	739.1	381.8
b1706_at	Z2735	614.1	448.1	603.1	672.9	525.8	742.1	389	338.1
yjeS_b4166_at	queG	511.7	365.9	484.2	513.5	396.5	495.8	265.3	257.6
dinG_b0799_at	dinG	284.1	309.9	nan	377.8	407.5	302.3	198.7	147.7
IG_774_1229624_1231722_rev_at	/start=1229624 /end=1231722 /direction=+ /description=intergenic region	nan	nan	191.1	133.5	nan	nan	nan	nan
yeiG_b2154_at	yeiG	nan	571.7	nan	756.6	644.7	728.7	418	379.9
IG_2052_3295780_3295851_rev_at	/start=3295780 /end=3295851 /direction=+ /description=intergenic region	95.3	54.7	97.4	93.2	88.2	83.7	50.6	46.7
ygiR_b3016_at	Z4370	830.6	451.1	841.4	851	807.6	890	526	469.9
atoC_b2220_at	atoC	277.5	143.9	320.1	333.3	287.8	307.4	217.3	198.6
b2755_at	ygbT	256.6	149	238.9	337.4	228.6	223.1	171.4	124.2
hyaE_b0976_at	hyaE	nan	nan	nan	nan	3233.3	3449.4	nan	802.7
IG_2249_3639962_3643014_fwd_at	/start=3639962 /end=3643014 /direction=+ /description=intergenic region	nan	nan	nan	104.4	nan	124.3	nan	nan
ymcA_b0984_at	ymcA	nan	nan	nan	375.4	nan	219.5	152.7	nan
ynfL_b1595_at	ynfL	521.9	474.1	454.8	668.8	459.7	507.1	385.4	351.9
IG_653_1036830_1036962_fwd_at	/start=1036830 /end=1036962 /direction=+ /description=intergenic region	nan	nan	nan	nan	643.9	807.9	153.3	366.3
yhcC_b3211_at	yhcC	nan	nan	718.2	584.7	nan	nan	258.3	nan
mukB_b0924_at	mukB	337.3	364.5	nan	402.2	463.6	544.2	nan	nan
b2810_at	csdA	nan	nan	nan	382.2	428.7	478.8	193.9	320.2
tyrT_b1231_s_at	tyrT	425.7	1042.4	827	473.2	463.5	524.9	292.7	363.9
ydiJ_b1687_at	ydiJ	449.2	530.3	752.9	598.1	715.1	719.4	344.6	470.1
vsr_b1960_at	vsr	207	294.5	419.7	329.1	522.1	299.3	123.7	263.4
yfhJ_b2524_at	yfhJ	768.6	635.5	1128	978.5	749.7	915.9	473	667.9
b2442_at	intZ	nan	nan	nan	182.4	291	498.2	89.5	nan
IG_248_393643_393684_fwd_at	/start=393643 /end=393684 /direction=+ /description=intergenic region	59.9	73.3	74.9	78.2	nan	nan	nan	nan
IG_1685_2717942_2717972_fwd_at	/start=2717942 /end=2717972 /direction=+ /description=intergenic region	nan	nan	nan	660.4	671.8	1021.9	415.1	298.3
ygiE_b3040_at	ygiE	473.9	637	662.7	723.4	679.9	671.9	479.1	474.5
chpR_b2783_at	chpR	590.5	958.7	1256.1	948.9	753.2	1000.6	647.2	677
IG_1658_2671789_2680876_fwd_f_at	/start=2671789 /end=2680876 /direction=+ /description=intergenic region	nan	196.1	nan	161.6	154.2	233.8	102	118.5
IG_2803_4514246_4514331_rev_at	/start=4514246 /end=4514331 /direction=+ /description=intergenic region	157.4	165	182.1	265.2	201.7	394.6	37.1	60.4
yddE_b1464_at	yddE	355.9	306	368.1	456.6	293.1	381.6	212.1	232.8
b1452_at	yncE	412.6	453	621.8	650.6	557.2	615.6	223.8	284
IG_652_1030936_1041252_rev_at	/start=1030936 /end=1041252 /direction=+ /description=intergenic region	242.3	217	270.2	318.9	255.3	278.7	134	169.7
IG_2207_3559457_3561356_rev_at	/start=3559457 /end=3561356 /direction=+ /description=intergenic region	146.8	140	179.6	193.3	162.8	161.8	96.6	124.4
IG_1313_2039141_2039396_fwd_at	/start=2039141 /end=2039396 /direction=+ /description=intergenic region	47.7	140	105.9	168.1	nan	112.5	32.1	30.1
IG_81_145018_145080_fwd_at	/start=145018 /end=145080 /direction=+ /description=intergenic region	33.2	47.7	50.9	60.8	44.2	49.2	24.1	27.3
IG_508_796836_797808_fwd_at	/start=796836 /end=797808 /direction=+ /description=intergenic region	154.4	183.6	198.1	224.4	179.7	177.1	132	144.2
baeS_b2078_at	baeS	438.2	500.3	513.2	613.7	493.4	525.6	314.4	333.6
yejH_b2184_at	yejH	249.2	nan	329.3	393.7	325.6	406.5	110.6	137.2
b0671_at	b0671	222.3	313.5	296.5	303.3	344.1	306.2	109.9	132.1
IG_1912_3080691_3084205_fwd_f_at	/start=3080691 /end=3084205 /direction=+ /description=intergenic region	118	104.8	132.7	118.3	84.5	118.1	85	74.8
yhcP_b3240_at	yhcP	303.4	265.5	332.8	330.6	165.3	303.9	169.7	146.2
thrB_b0003_at	thrB	601.3	679.5	631.5	712.2	416.2	703.9	482.9	362.9
IG_940_1501150_1501680_fwd_at	/start=1501150 /end=1501680 /direction=+ /description=intergenic region	nan	195.4	177.1	204.6	130.8	187.9	122.6	103.9
IG_2801_4507702_4516094_fwd_at	/start=4507702 /end=4516094 /direction=+ /description=intergenic region	190.3	229.2	159.5	211.8	124.8	239.5	113.2	80.3
ycaD_b0898_at	ycaD	630.6	nan	nan	772.1	nan	nan	nan	496.6
yheG_b3326_at	gspE	nan	351.9	469.1	387.9	153.8	306.4	nan	nan
yifK_b3795_at	yifK	703.7	807.8	847.2	786.8	611.5	571.5	418.4	338.9
yphG_b2549_at	yphG	237.2	394.7	368.6	372.6	319	273.7	225.7	109.9
pabC_b1096_at	pabC	295.4	199.2	nan	270.1	219.7	207	150.8	158.1
ybhR_b0792_at	ybhR	473.8	355.1	443	461.8	348.7	365	291.7	300.4
lysP_b2156_at	lysP	605.9	326	515	485.1	442.9	381.1	334.1	298.8
ydeK_b1510_at	ydeK	915.4	nan	nan	582.7	686.5	502.7	385.4	367.4
ydeB_b1529_at	marC	790.7	472.5	635.8	451	407.8	405.8	300	384.1
yhaD_b3124_at	yhaD	630	424.1	nan	472.3	400.5	432.3	344.8	385.1
sohB_b1272_at	sohB	851.2	nan	935.8	514.2	580.3	534	371.4	445.7
b1758_at	ynjF	355.9	193.9	259	328.3	193.5	279.5	164.3	259.6
IG_2342_3799627_3799665_rev_at	/start=3799627 /end=3799665 /direction=+ /description=intergenic region	50.1	nan	34.9	28.5	21.9	36	13.7	24.4
b0024_at	Z0028	174.3	319.9	nan	135	129.2	138.9	80.8	nan
bioF_b0776_at	bioF	nan	nan	210.9	285.9	nan	nan	nan	240.7
gpmB_b4395_at	gpmB	nan	nan	nan	nan	nan	229.2	nan	200.2
IG_1794_2871361_2871409_rev_at	/start=2871361 /end=2871409 /direction=+ /description=intergenic region	1241.2	1412.9	370.3	541.2	521.5	815.7	300.8	590.9
yi21_5_b3044_s_at	insC1	2370.4	2900.9	2310.3	2884.9	2062.7	2389.7	1949.9	2108.6
IG_2461_3997759_3999037_fwd_at	/start=3997759 /end=3999037 /direction=+ /description=intergenic region	208.2	330.8	214.6	285.5	168.4	259.9	165	231.9
IG_901_1427009_1427066_fwd_at	/start=1427009 /end=1427066 /direction=+ /description=intergenic region	237.2	605.6	284	322	325.6	412	192	326
ydeZ_b1515_at	ydeZ	nan	nan	nan	278.4	279.2	372.6	158.9	nan
